Lingua;Type;Country;Gender;Age;Education;Education_2;q1;q2;q3;q4;q5;q6;q7;q8;q9;q10;q11;q12;q13;q14
Esp;Veterinarian;Colombia;F;21-30;university degree ;Medico Veterinario;We need to meet your physiological and behavioral needs, including: Staff with experience and commitment Prevention and Control of Diseases Nutrition Proper breeding and management practices Adequate facilities;Alert, you can flee, or pay attention to the noise source.;It shows from restless to frightened. He will seek to follow the flock.;Calm, ductile, respond according to the stimuli of those animals / people.;Uneasy. Respond according to the stimuli of those animals / people. Search to group.;Depending on the noise, its intensity, frequency and the familiarity of the sheep towards it, the animals may be calm, alert or frightened and run away from that noise. I'm not sure if the sharpness of a noise can actually cause pain.;Suffering stress: From restless to panic.;Quiet;Suffering stress: From restless to panic.;Materials of construction Condition of the facilities Thermal comfort Floor conditions and materials Size as a function of the number of animals (density) Adjustment to different physiological conditions and / or productive stage Lighting Water supply and water supply facility Ease of disposal of slurry;Body condition adjusted to its physiological condition and / or production stage Quality of wool Number of feeders and drinking fountains Characteristics of faeces Feeding method Type of feed Shape how food is stored;Body condition Animal state Identify signs of illness (cough, nasal discharge, ocular, vulvar, etc.) Evaluate lameness Quality of wool;Observation of the herd in the field and on the premises Structure of the herd Observe if there are isolated animals;Observation of the herd in the field and on the premises Structure of the herd Observe if there are isolated animals
Esp;Veterinarian;Spain;F;51-60;university degree ;veterinario;Health, food and good management;shows attention and is prevented from running away;is nervous and looks for the way to integrate into the group;behaves according to the patterns established by learning with these people / animals;It is attentive and reacts according to the patterns established previously with animals and people of the farm.;Nervous and attentive;Restless, stressed.;Normal;Attentive;Size with respect to the animals that use it. Position, orientation, slopes and location of doors, windows and openings in walls and roofs. Ventilation: Check for leaks and currents. Bed and condition of the same. Homogeneity of batches and struggles for hierarchy. Treatment of the cattleman with his animals. Answer to my approach.;State of meat in each of the physiological situations and homogeneity of the state of meat. Look for signs of disease associated with feeding or management.;General appearance body condition, signs of illness and separation of the group. Check the mortality of sheep and lambs in recent years.;Behavior in the housing: feeding distribution in spaces of the ship, animals ruminating at the beginning of the morning. Aspect of the food and disposition of the same. Behavior at the exit to the pasture and in the grazing: management of the herd, handling of the dogs, hierarchies of the animals, times of grazing and rest.;Signs of illness or violence in the management. Fear of people and dogs. Disposition for the flight. Heterogeneous body condition. Young and old animals badly fed. Dirt of beds and animals. Neglected aspect of the farm and / or livestock
Esp;Veterinarian;Mexico;F;51-60;university degree ;veterinario;practical animal health and nutrition programs;stop eating and pay attention;bullet and look for the herd;is grouped in the herd, eats well, and shows tanquila;is grouped becomes alert, usually leaves temporarily to eat or drink.;gets nervous, and seeks protection;bullet looks for pronteccion or the herd;quiet almost does not react;gets nervous and looks for the herd, stops eating.;suitable runners, with feeders and drinkers within reach, good pasture and shade for grazing;good pastures, feeders, and drinkers clean and within reach, not too distant from each other.;good looking, wool more or less clean, I would like little mud on the legs. and low humidity.;quiet, grazing slowly, without hurry or jolts;must be quiet and alert herd
Esp;Veterinarian;Argentina;F;51-60;university degree ;Veterinaria;Food and drinking water in quantity and quality. Environment that allows good rest and comfort. Appropriate and maintained facilities. Prevent diseases and possible contagion, without blows, injuries and aggressions. Management based on their natural behavior, good human-animal relationship. Avoid pain, harmful stress.;"They are very sensitive to high-pitched noises. Shouting and surprising noises should be avoided. They guide the body to improve the detection of noise. She usually manifests her displeasure, pain or harmful stress by means of individual behaviors and group or herd behaviors, is separated from the herd ""withdrawal"", or stampedes occur.";It manifests distress, pain or harmful stress through the grinding of teeth, low head, lip contraction, stare, repetitive motor activity such as kicking the floor, running to one side turn and return several times doing the same route.;It recognizes individuals by the visual cues of the face, can last 2 years. They are very social animals, minimum 5 individuals to facilitate their management. The leakage zone can be used to facilitate movement. Handle them calmly to avoid stamping.;They stampede, they flee from their predators. They increase vocalizations or bleating, gasping, and try to escape as quickly as possible from the place that disturbs them. They memorize negative experiences with humans. They are able to distinguish between known and unknown humans.;Noise is a stressful factor for sheep. Acute sounds affect sheep. They tend to flee, or cause stampedes.;It manifests distress, pain or harmful stress through the grinding of teeth, low head, lip contraction, stare, repetitive motor activity such as kicking the floor, running to one side turn and return several times doing the same route.;It recognizes individuals by the visual cues of the face, can last 2 years. They are very social animals, minimum 5 individuals to facilitate their management. The leakage zone can be used to facilitate movement. Handle them calmly to avoid stamping.;They stampede, they flee from their predators. They increase vocalizations or bleating, gasping, and try to escape as quickly as possible from the place that disturbs them. They memorize negative experiences with humans. They are able to distinguish between known and unknown humans.;State or body condition, characteristics of the fleece Does it have dirt or cascarria? Is the fleece clean ?, Are they scratched ?, The bonds between the individuals of the herd, Are they separated?;State or body condition, type of feed they receive, number of individuals per space, characteristics of drinking fountains, number of drinking fountains per individual, quality of water received. Individual behaviors, review the attitude, movements, relationship with the environment. Social behaviors, they move away, they produce stampedes, they are rested or agitated.;It is best to do a detailed analysis of the production or marketing indexes, such as mortality, morbidity. For the individual analysis check for nasal secretions, cough, diarrhea, external parasites. Cachexia, malnutrition, abscesses, injuries, injuries. Observe for wheezing, breathing problems,;the common signs of health are alertness, activity and appetite, in addition to normal growth in young animals and weight maintenance in adult animals. Ruminant movements (normally 3 movements every 2 minutes), belching and rumination should be observed. The sheep is based on the perception of the environment, basically through visual components, social role of visual communication. Social behavior, or flock. The relationship between the individual and the movements is fundamental. The role of smell in the selection of food. Communication in sexual activities and in the mother-offspring effect.;"The presence of disease can be indicated by lethargy and inappetence, ocular and nasal discharges, diarrhea and uterine or urinary discharges. Abnormal breathing and cough are signs of tracheal and pulmonary diseases. Behavioral changes include loss of dominance order and, in some circumstances, separation from the herd. The sheep show a very strong gregarious behavior in pens as well as grazing. Isolation of individual sheep brings with it signs of anxiety. The separation of the herd is the main cause of the sheep trying to escape. The lambs tend to follow each other, even in activities such as shepherding, lying, reacting to obstacles and feeding. Displacement; response to low availability of forage. Night grazing vs. diurnal Cohesion of grazing groups. Mutual shading under heat stress. Footprints under barbed wire with low availability. Indian ranks with low availability and in harness. Sleeping rooms. Short sleep periods (40 min). Stereotypes such as eating wool, gnawing poles, walls, excessive licking, among other abnormal behaviors."
Esp;Veterinarian;Spain;F;41-50;university degree ;Veterinaria;Have enough food (preferably grass) and water of sufficient quality, and a minimum shelter to shelter from the inclement weather.;In general, it tends to become frightened and away from the focus of noise, but the answer depends on familiarity with noise, intensity, form of appearance, etc.;She shows uneasiness, and bullet insistently.;She is calm, confident and confident, and behaves according to her usual routine (food, rumination, etc.);She tends to be uneasy, alert, elusive, elusive. Modify your behavior pattern;Alert, dodge;Uneasy, vulnerable, scared, agitated;Calm, confident, confident;Altered, uneasy,;"If they are more or less clean or dirty, wet; if there are animals that tremble.";if they are fat or thin, the type of wool.;"cough, lameness, presence of wounds; agitated or normal breathing; grinding of teeth.";"the sheep eat, ruminate, and rest more or less at the same time; they move together";"there are sheep separate from the flock; or spinning about themselves; which are especially disturbed, agitated or uneasy; difficulty breathing."
Esp;Veterinarian;Spain;M;41-50;university degree ;veterinaria;balanced food, water and a warm place to take refuge;flee;intends to rejoin the flock;it is calm;is uneasy and if you get too close, run away;scared;stressed out;quiet;nervous;level of hygiene, structural safety of the stable;body condition of animals;body state of animals, mobility, vitality ...;gregarious behavior, flight to unusual external stimuli, etc.;observe the absence of pica phenomena, bites, apathetic states in general, hemaciation, anorexia ...
Esp;Veterinarian;Spain;M;41-50;university degree ;Veterinario;Adequate environment, sufficient space, dry environment, food and drinking water, both in quantity and quality according to their needs, and with health control. Treatment of the staff that takes care of them.;In principle it stops in front of the source of origin, and then hulle in the opposite direction.;It alters, it tries to look for its colleagues, well trying to escape and emitting sounds.;"It remains normally impassible; as long as it is not altered.";Initially stops, raises the head and the ears and tries to escape, that is to say hulle in the opposite direction.;He stops, lifts his head and ears. Afterwards he tries to flee in opposite direction;It shakes, tries to escape by all means.;It does not change its behavior;Try to escape.;density of sheep cleaning sheep wound;the body condition of the comedeeros and drinkers Attitude of the animale sante the fresh food;state of wool presence of remains of feces around the anus and the posterior third of the sheep. presence of remains of secretions in eyes and nostrils sheep lame state of the breasts and of the lambs if they exist;Observation of the herd 10 minutes approximately and verify the general attitude of the herd.;Observation of the herd 10 minutes and check how many animals are isolated, animals with wounds, animale ssin wool, ...
Esp;Technician;Spain;M;31-40;university degree ;Veterinaria;food, water and a cover with a clean bed to protect themselves minimally when the weather conditions do not allow them to be in the open;if it is a known noise and to which is accustomed nothing happens but i is an unknown noise is put on alert;If the whole flock is in a closed place, the isolated sheep gets nervous and restless unless it is with the suckling lamb ...;If they are known and do not behave aggressively with it they do not present any different behavior;Are put on alert;It depends on the type of noise, but I suppose if it is a loud and unknown noise you will be uneasy;Fear;Known that they do not have aggressive behavior with them, I think they will feel calm;Uncertainty and fear of the unknown;Cleaning of beds, feeders and drinking troughs;Body condition, whether they are fat or thin;whether or not they have scallops, the appearance of wool and the position of the sheep, if it is shrunken, with the head down ...;If they are on the block they continue to behave as they were at the moment of entry, they come to eat when they are fed, they are ruminating or quiet ...;That they are isolated from the herd, that they do not rise to eat to the crib, scratching continuously, lying in postures that are not normal
Esp;Veterinarian;Spain;M;31-40;university degree ;veterinaria;food-water, light and space, company, ...;if the noise is continuous, nothing. If it is a sudden noise, scared, run to guard, ditch;scared run ditch;quiet, would continue doing its activity (eating, ruminating ...);scared, run, try to take refuge;if it is abrupt scared. If it is continuous or known, quiet.;scared, missed ...;quiet;scared;bed, air, light and temperature, space;condition of the animals, observe the feeders and drinkers, observe the hayloft and silos ...;general appearance (wool, legs, eyes, teeth);number of animals eating, ruminating, resting (lying or standing);fights, bites, cogeras, tournaments,
Esp;Veterinarian;Spain;M;51-60;university degree ;veterinaria;Eat and drink according to your needs, dry bed;reacts with surprise;get restless;it is quiet;she gets restless;she gets restless;she gets restless;it is quiet;she gets restless;If the bed is dry, if the room is veined and there is no humidity. That space for sheep will make you comfortable.;Have sufficient fodder and water. Get concentrated on your needs at every physiological moment;Do not show signs of illness such as extreme thinness, dyspnea, diarrhea.;Bullet run;apathy
Esp;Technician;Guatemala;M;21-30;university degree ;Ingeniera Agrónoma;Access to water at all times Access to food appropriate to its characteristics and nature To be protected from extreme climatic conditions (sun, rain, heat, etc.) Access to adequate spaces for your physical and psychological needs (grazing areas, grazing areas , rest areas, etc.) Periodic health reviews Proper treatment of their managers;If it is an unusual noise for this one (oblivious to its daily routine), the sheep is frightened and tries to move away.;Vocalize and try to approach the herd again.;Continue with your normal behavior.;It gets alert.;Scared.;Vulnerable.;She's calm.;Scared, threatened.;Available space and closure quality.;Quantity and quality of the food.;Preventive medicine: periodic check-ups. Healing medicine: care according to need, plant veterinarian according to the size of the herd.;Normal vocalization, socialization, appetite.;Manifestation of stereotypies, errant behavior, aggression among members of the herd.
Esp;Farmer;Spain;M;31-40;university degree ;Educación secundaria: Bachillerato;need adequate feed and good availability of the herd in terms of longevity;in the presence of the noise is scared;so badly brutal;if you know people do not fuss if you do not;I know the borota;freaks out;can reach or eat;the sheep is quiet;with tranquility;there is a need to evaluate whether they are right or wrong;I think what tip and how;If the vaccines are clear;that the animals are well cared for;if animals are altered
Ita;Veterinarian;Italy;F;31-40;Formazione post universitaria (master, scuola di specializzazione o dottorato ) ;Laurea medicina veterinaria, specializzazione alimentazione animale;Good nutrition, with an optimal ratio foraged concentrated, targeted parasitic treatments;It gets scared;He is afraid, shows discomfort, does not produce even if well fed;It's quiet;She is restless, tries to escape;Fear;Terror, the sheep is a gregarious animal;Curiosity;Fear;Extensive, ideal situation;Composed of feed, hay ... good;Good;The sheep reaches the barn to be milked and eaten, is in the shade on sunny days;...
Ita;Veterinarian;Italy;F;51-60;Laurea magistrale   ;medicina veterinaria;correct feeding, correct housing, correct health management, correct handling by the breeder;he is alarmed and seeks the company of similar suioes;it is stressed;it's quiet;she is alarmed but takes comfort from the presence of other known animals;fear;anxiety;tranquility;fear;the cleaning of the rest areas, the absence of hazardous potential materials, the presence of shelters suitable for shelter from the elements, the presence of easy routes, the aeration and lighting of shelters the appearance of the animals;the state of nutrition of the animals;the presence of lameness and respiratory problems, the state of nutrition,;sheep grazing and resting;excess of vocalizations, excessive fear
Ita;Veterinarian;Italy;F;51-60;Laurea magistrale   ;laurea in medicina veterinaria;a good balanced ration both in terms of quantity and quality of food;he raises his head and listens to the person who is there ready to escape to the second noise;bela and does everything to get together with the group;it remains still;escape;fear;she feels lost;it's quiet;he's afraid;the size of the sheepfold;the fattening status of sheep;fattening state, lameness, coughing;the reaction to sudden noises;reaction to food administration
Ita;Technician;Italy;M;41-50;Formazione post universitaria (master, scuola di specializzazione o dottorato ) ;Laura in scienze della produzione animale;Nutrition, suitable hospitalization, hygiene and management;Fear;stress;No stress, social behavior;Stress, fear, defensive behavior;Alteration of sound environment;Alteration of the social environment;Enrichment of the social environment;Stress from altering social environment;Density in the area of ??restorative and alimentation, quality flooring in the rest area, typology and dimensioning of the ventilation system, typology and management of the milking system;Rationing, food quality, type and dimensioning of the food distribution system;Bacteriological analysis and somatic cells in milk;Reactivity test;Reactivity test
Ita;Veterinarian;Italy;M;41-50;Formazione post universitaria (master, scuola di specializzazione o dottorato ) ;laurea in medicina veterinaria, specializzazione in ispezione degli alimenti;right food ration, optimal environmental conditions and rational rearing of the breeding in relation to production performances.;aggregates with the group.;bela and look for the other members of the flock.;check with the look and proceed in its activities, graze, etc.;tends to make a group with the other members of the flock;fright and search for the other sheep in his group;loss and fear of being preyed;normality;loss and fear of being preyed;presence and quantity of soil debris, state of litter, presence and availability of food, availability of water;access and availability to the ration;general physical state, presence of a clean fleece and absence of cough, lameness, respiratory disorders, regular access to water and food, as well as regular state of the manure;state of normal sensory, then animals not too nervous, rightly attentive to the presence around the flock and equally distributed in the space available;excessive distrust of the surrounding environment, lack of interest in the surrounding environment,
Ita;Veterinarian;Italy;M;31-40;Laurea magistrale   ;"medicina veterinaria, ""TECNICO SATA""";Environment as close as possible to the species's ethology, correct food and health management, absence of sources of fear and danger;It puts itself on alert, tends to gather with the cospecifics, escape;Marked agitation, runs without a precise goal;Graze, rumen, explore the environment;Alert, ready to flee, tends to pile up with other sheep;Try fear, stress;Extreme fear, stress;Tranquility;Timorosa, fear;Fixed or free post, available area, hygiene of litter and surfaces, presence of flies;Space available in the manger, frequency of administration of the ration, correctness of the ration, availability of clean and fresh water;BCS, mantle conditions, absence of signs / symptoms of pathology (lameness, diarrhea, respiratory problems, etc.);Sheep scattered all over the surface available, sheep intent on eating or ruminating;Sheep massed in a corner of the barn, lack of food intake
Ita;Technician;Italy;M;31-40;Formazione post universitaria (master, scuola di specializzazione o dottorato ) ;laurea in scienze e tecnologie agrarie master in agricoltura biologica tecnico SATA;suitable environmental conditions (availability of space, litter and clean air, accessibility to feeding areas, watering, rest). adequate nutrition (quantity and quality) in the physiological state.;alert and fear reaction, escape to protected area;look for escape to rejoin the flock. he is terrified;he remains quiet in the flock. looks at the person / animal (eg shepherd dog) but does not have escape reactions and sometimes approaches it, but generally maintains a safe distance.;does not move away from the flock looks at the unknown person / animal and remains at a safe distance.;he gets scared, he feels a state of negligence and tries to get away looking for a protected and sheltered area;he terrifies, he feels prey;it is quiet (if known people and animals do not represent a danger to her);she is fearful, she is in a state of alert, ready to take refuge;state of the litter (quantity and quality of the straw / litter) availability of space (sqm / head) brightness, temperature, humidity, air exchange (possible drafts or ammonia stagnation) accessibility to areas of rest, feeding, watering. presence of possible dangers (fences, cribs or containment structures with metal sheets, protruding irons ...). On the animals: cleaning of the same, presence of wounds, zoppie, abrasions, aggressiveness towards the other animals of the flock, number of animals sitting / lying down;"accessibility to the manger: easy access, height from the ground, cm of front of manger available for head; cleaning the manger. availability of fodder present in the manger at various times of the day. Availability of animal pasteuric salt: body status (fattening in relation to the physiological stage), number of animals that are eating and those that are ruminating";observe the respiratory rate, the nasal drains, the presence of lameness or other anomalies. presence of cough and rattle even after having moved / run the animals. any signs of diarrhea in progress or just passed. presence of animals that scratch and / or presence of areas without wool or piagate.;peaceful animals among them in the flock and towards external presences of animals and / or people. animals that look curious while maintaining a safe distance.;"animals terrorized by foreign presences, trembling and fearful bleating; nervous and aggressive animals towards other sheep. animals that lick the walls and / or excessively gnaw wooden structures"
Ita;Technician;Italy;M;41-50;Laurea magistrale   ;Laureato in Scienze della Produzione Animale;Sufficient space, good nutrition and the possibility of an external padok or a pasture;he gets scared, he gets stuck sometimes he runs away;she feels lost if she is used in a group, looking for company;surely it is quieter;remains suspicious and always on the defensive;he perceives it as a danger;he feels completely defenseless;they huddle together if they do not have the chance to escape;they tend to run away in every corner;the space of the shelter, the litter, the foraging;the feeding of fodder when it happens and how;observing the animals, if they behave in a normal way, the physical conditions,;sheep being gregarious animals are always in a group, in any situation;they isolate themselves, they struggle to ambulate
Ita;Technician;Italy;M;41-50;Scuola secondaria: Istituto agrario;;Open air, an acceptable concentration and little stress;It gets scared, less if it's in a group;It is more sensitive to fear;It is quiet;It is very wary;It senses a potential danger;He feels in danger;It feels safe;It is almost terrified;Good;Good;Good;Sheep standing in the herd moving unitarily;Isolation of some animals, difficulty walking
Ita;Farmer;Italy;M;31-40;Laurea di primo livello  ;Ingegneria civile;Food, spaces and light;raise your head;disoriented;continue to graze;raise your head and run away;possible danger;afraid, vulnerable;absence of dangers;presence of dangers;mediocre;enough / good;enough / good;Yes;no
Ita;Technician;Italy;M;21-30;Laurea magistrale   ;aba;adequate environment and adequate supply to meet production levels;moves away;it immobilizes;approaches its reference;it is further frightened;he senses the noise perfectly and if the noise is unknown, it is frightened;it's even more scared;it will ascertain whether the source of the noise is the known person;it will tend to move as far as possible from the source of the noise;if the facilities are adequate and the degree of cleanliness;the bcs and the manger is full / empty depending on the time of administration of the food;if the animal moves correctly and shows a typical behavior of the ovine species;animals united in the flock;animals that are isolated or particularly scared
Ita;Technician;Italy;M;21-30;Laurea di primo livello  ;Scienze delle produzioni animali;it is essential that the animal is free of pathologies, whether bacterial, viral or parasitic, that it is provided a correct and balanced diet for the various stages of growth and production and finally that the breeding environment is suitable and this requires that the management is carried out correctly.;he gets scared, he gets alert and, if possible, he goes to the point opposite to the source of the noise;it is subject to a lot of stress, it vocalises a lot and becomes aggressive towards the operators;it shows calm, without worries, it continues with its activities, such as feeding or rumination, it does not show diffidence towards the known people and approaches them;he is suspicious, keeps a certain distance, is alarmed, ceases his activities to understand if the subject can be a danger;being a prey has a very developed hearing and smell, so in danger it will stretch the ears and will look towards the source of the noise moving in a pack on the opposite side compared to the same and compacting itself to protect itself;he feels isolated and vulnerable so his senses and behaviors will be strengthened, so he will be much more sensitive and reactive;he feels calm, he will therefore be at ease, his behavior and his attitudes will be calm, plastic, without worry. will walk in a natural and accustomed way to the presence of the subject, almost will not pay attention to his movements;we will see that he will pay attention to the subject, the ears and the gaze will be fixed towards that subject, paying close attention to every movement or word, ready to move away in case it enters their escape space;degree of cleanliness, ease of movement, absence of lameness, absence of injury;BCS correct, lactation curve, growth trend, IPMG, ICA, absence of diseases caused by an incorrect diet, such as pregnancy toxemia, puerperal collapse, skin problems, ..;milk or flesh production, normal behavior, correct nutrition, postures and physiological movements;walking correctly, feeding on a daily basis, normal contact with other members of the flock, absence of anomalies, such as aggression, lack of maternal instinct;aggression towards classmates and staff, voluntary isolation from the group, absence of instinct and maternal care, lack of nutrition
Ita;Veterinarian;Italy;M;51-60;Laurea magistrale   ;medicina veterinaria;live in a healthy environment and under permanent control for parasites.;it stops immediately and then runs away;starts looking for the flock and tends to run away;approach or if in stall bela to receive food;escape;fear;dismay, disorientation;manifest tranquility;takes a position of expectation and suspicion;premises, containment fences, milking stations;quality of fodder, concentrates and pasture if corporate or wandering;state of nutrition, fleece, state of the feet (zoppie) and state of the breast;great organic functions (rumination, and stool consistency);anorexia, isolation from the group, reluctance to movement, decline in production
Ita;Technician;Italy;M;41-50;Formazione post universitaria (master, scuola di specializzazione o dottorato ) ;dottorato in Scienze e tecnologie delle produzioni animali nelle aree difficili;Be satisfied in at least 4 of the 5 freedom requirements set by the Farm Animal Welfare Council;some are withdrawn, others are agitated;tries to rejoin the group and actively explores the environment or takes a catatonic attitude;maintains normal behavior;it retracts;Fear;Fear;He does not perceive any particular stimulus;Fear;fleece cleaning;bcs, fleece conditions;zoppie, nasal discharge, udder condition, skin and fleece conditions, state of nutrition;regular rumination, feeding at regular intervals, decubitus in a natural position, correct walking;stereotypies, isolation from the group, catatonic attitudes
Ita;Technician;Italy;M;51-60;Laurea magistrale   ;Laurea in Scienze Agrarie;Proper nutrition, dry and clean housing environment, correct milking practice (both mechanical and manual), careful control of breast health, correct management of the peripartum period (last 5 weeks of gestation and first 2 in lactation), correct management of twins.;escape;bleats;Quiet;escape;alert;disorientation;continue the activity without modifying it;interrupts the activity and shows signs of alert and suspicion;Condition (cleaning and material) of the bedding (if any), number of animals per square meter, cleaning of the fleece.;Availability of forages, body condition score;fleece conditions, number of animals with lameness, fattening status;high frequency of grazing or ruminating animals, absence of conflicts;presence of conflicts, high frequency of standing animals and not ruminating
Ita;Veterinarian;Italy;M;41-50;Formazione post universitaria (master, scuola di specializzazione o dottorato ) ;dottorato;correct management (prophylaxis, diet, breeding management);alert;stress, anxiety;Quiet;stress, agitation, escape attempts;danger;danger;routine, tranquility;stress, anxiety, danger;litter, available area, microclimatic conditions, hygiene;diet / needs ratio, food quality;general appearance of the animal, symptomatology;normal behavioral patterns (feeding, rest, rumination, social relationships);alteration of normal behavioral patterns, manifestation of symptoms of pathologies
Ita;Technician;Italy;M;41-50;Scuola secondaria: Istituto agrario;;Sufficient outdoor space, adequate health checks, adequate nourishment;He stops for a moment and runs away;Corre;It is quiet;He stops and then runs away;He's afraid;He's afraid;It is quiet;He's afraid;Suitable as space, ventilation and cleaning;Clean and sufficient;At sight and with checks of health documents;Grouping of animals and their liveliness;Animal that isolates itself or proceeds slowly
Ita;Veterinarian;Italy;M;31-40;Formazione post universitaria (master, scuola di specializzazione o dottorato ) ;Laurea in medicina veterinaria Dottorato di ricerca in zootecnia;health, food and water in adequate quantity and quality, sheltered from extreme weather events;"raises the head and moves the ears; he could run away and bleat";Bela and tries to get back into the group;does not change his behavior;he straightens his ears, fixes the newcomer, moves away from it if it approaches, closes in the group;fear;separation stress, fear;-;fear;adequacy of the available space, coverage of the hospitalization, sanitary conditions of the building;quantity and quality of rations frequency of feeding presence of water;state of the breast carriage of the head locomotion;-;absence of stereotypies
Ita;Technician;Italy;M;51-60;Scuola secondaria: Istituto agrario;;healthy environment and food without polluted substances, adequate space for the size of the animal;you can scare and look for escape;it becomes difficult to resume it if free, afraid you can hurt yourself by banging against walls if it were locked up;it remains much calmer;he agitates and tries to escape;to be assaulted by something or predator animal;of abandonment from the group;of lack of serious danger;that they want to assault her;presence of sufficient space, airy environment and without drafts always dangerous for the animals;type of foods proposed if healthy, not moldy or rotten;presence of lameness or sneezing or cough the consistency of faeces, and the possible accumulation of dejections in sensitive areas such as in drinking troughs or feeding racks;with poor food competition that justifies proper nutrition;serious competitions against some leaders and forced isolation of some individuals from the flock
Por;Farmer;Brazil;F;41-50;Curso de pós-graduação (especialização, mestrado, doutoramento);Engenheira agrônoma, com mestrado em genética e melhoramento animal e doutorado em produção animal;Drinking water at will, adequate food to meet your nutritional requirements, strays in your comfort zone, protracted from predators and stress factors, housed in facilities of adequate size and treated with care and respect.;if he stresses, seeks the companionship of other sheep or is trapped in a corner of the facility.;stressed, out of fear, and does not adequately alleviate or relax.;It is quiet, with the exception of dogs.;can manifest stress and fear.;is soaked;get scared;feels comfortable but does not usually interact;feels threatened;dimensions, building material and roof, orientation with respect to the sun and predominant wind, presence of shade and type of fence;number of meals, quality and quantity of food, hygiene of troughs and drinking fountains;general condition of the animals, mucosal and postural status and body condition score;posture, interaction with other animals in the lot and with the caretaker, rumination, breathing;repetitive movements, vocalizations, little movement
Por;Veterinarian;Portugal;F;21-30;Curso de pós-graduação (especialização, mestrado, doutoramento);Mestrado Integrado em Medicina Veterinária;Live in groups;runs away;she is restless and tries to rediscover herself with the herd;keep calm;goes into stress;You think you're going to be attacked?;feels unprotected and in danger;is maintaining her usual routine and therefore will be calm;you will have a change in your routine, leading to a stressful situation;Water available Space suitable for each animal (animal density) Hygiene;state of conservation Amount of food available;Body condition;Case-by-case;Case-by-case
Por;Veterinarian;Brazil;F;21-30;Curso de pós-graduação (especialização, mestrado, doutoramento);Mestrado em Ciências Animais em fase de conclusão.;Water, food, comfortable and clean place (within the possible) to rest, space, mates.;Stay alert, motionless.;High, frequent bleating. Drive intense, stay tuned for a few seconds waiting for response from the rest of the herd.;Stay calm, cud, lie down, feed, smell, interact.;Stay away, stay alert, calmly approach when noticing that there is no imminent danger.;Fear.;Fear, lack of conspecifics.;Easy, easy.;Fear, curiosity.;Material of the bay, presence of bed, space provided, availability of water and food, temperature, humidity.;Type of food provided, amount of food, space per animal to feed, range of food.;Manifestation of normal behavior in relation to vocalizations, socialization, way of walking and eating.;Vocalizations not excessive and high intensity, lying down and standing time, interaction time with group members, feeding, rumination, water intake, urination and defecation, reproduction.;Lack or lack of food and water intake, abnormalities when urinating or defecating, lameness, intense vocalization, apathy, constantly lying down, headache, lack of movement and interaction with the environment and other individuals.
Por;Veterinarian;Portugal;M;51-60;Curso de pós-graduação (especialização, mestrado, doutoramento);Mestrado em Produção Animal;Space, air, water, food, shelter, bed, good company and tranquility;lifts his head and stretches his ears;search and flame;calms;runs away;fright;affliction;safety;fear;space, cleaning, humidity, aeration, lighting, safety;"quantity and quality of food and water; space, accessibility and cleanliness of feeders and drinkers";attitude, movements, vivacity, breathing, rumination, wool, nails, feces,;attention, reaction, gregariousness, appetite, rumination;apathy, isolation, lack of interest in food, lack of rumination
Por;Farmer;Portugal;M;31-40;Ensino superior;licenciado;Good grass. Dry and clean stables.;Get on the alert. Second time flees.;stirring.;dreads;strange and fears.;fear;fear.;fear,;fear,;humidity of the floor.;fights;mucous membranes and veil.;head position.;bleat.
Por;Veterinarian;Portugal;M;51-60;Curso de pós-graduação (especialização, mestrado, doutoramento);DOUTORAMENTO;Quality food, water, being with other sheep, good facilities;goes into stress;goes into stress;behavior does not change;can get into stress;discomfort, stress;discomfort, stress;can be indifferent;can get into stress;hygiene, space, shade (in summer), ventilation;quality;limp, dyspnoea, thinness;be alert;limbs, drooping ears, thinness
Por;Veterinarian;Portugal;M;41-50;Ensino superior;;Proper husbandry and sanitation, which means areas of grazing, facilities, food, prophylactic interventions and adequate medical treatments, as well as informed operators.;If we consider noise as a loud and unexpected noise, the sheep respond by fleeing.;Look for the flock.;Although quiet, it keeps the escape distance.;Stay tuned and try to move away.;If we consider noise as a loud and unexpected noise, the sheep has the perception of fear (scared).;Uneasiness.;Tranquility, though attentive.;Uneasiness.;Implantation, coverage, protection of the prevailing winds and rains, aeration, beds, space for animals and the adequacy of the various equipment (troughs, drinking fountains, gates, etc).;Body condition according to the productive state, general condition of the animals, presence of appropriate food.;General condition of the animals, body condition and presence of diseased animals.;Quiet animals with normal attitudes towards the species.;Animals with aberrant attitudes towards the species (eg, exaggerated fear, cannibalism, frequent struggles).
Por;Veterinarian;Portugal;M;31-40;Ensino superior;Licenciatura em Medicina veterinária;Dysparasy according to coprology of the herd, vaccination for clostridiosis and vaccination according to other diseases diagnosed laboratorially. In case they have accommodation this should be dry and comfortable, they should have water and good quality food.;It raises its head and looks for origin of the sound. In some cases, the escape will be the first action.;Try to return to the group. Scream for the comrades;Stay calm and can even approach the person / animal;Hide / join the group. The group observes safety distance, when exceeded it is in flight.;threat. Unless it is a known noise that can mean food etc.;Stress;Curiosity, comfort;threat;dirt, wool, nails.;Body condition, mammary gland;hooves, runny nose, cough, mammary gland;slow and calm group movement, little scary, lambs accompanying the mothers.;movements and exit the corral in a fast and aggressive way. Very frightened by any movement or sound.
