Lingua;Type;Country;Gender;Age;Education;Education_2;Q1;Q2;Q3;Q4;Q5;Q6;Q7;Q8;Q9;Q10;Q11;Q12;Q13;Q14
Eng;Breaker;Finland;F;41-50;specialization course (master, PhD degree) ;MSc in animal science, specialised in horses;Environment that allows them as much as possible act like they should do as a species, ie. fulfill their needs to graze, sosialise and move around by themselves. In practice it means: lot of hay/haylage, concentrated feed given in small portions, possibility to see and touch other horses (best would be if they have friend/s in same paddock but that's not always possible), calm and friendly handling and training methods that do not violate/abuse them.;...lift his head up and tries to see/smell what is the source of the noise and thereby decide, if it is dangerous or not. When under saddle, position of the head is usually restricted to the form the rider want's, so the reaction is very often muted but still there (flee reaction without fleeing, stress hormones up, muscles tensed).;...becomes socially abnormal, if the isolation lasts too long. Unsecure horses usually yell after their herdmates when they are separated. ;...is relaxed and socially active (if his experience of them is good). They are curious and seeking for a contact or reward.;... is not expressing so much interest in unfamiliar people, but usually more interest in unfamiliar horses.;...feels alarmed and tries to find out if it is dangerous or not. ;..feels anxiety if he's not used to be alone. Some of them have used to be separated by time but actually don't like it. I think those horses have only learned to give in and they may feel depressed although they look quiet.;...is relaxed and calm.;...is curious, suspicious or not interested at all.;How long his horses are allowed to be in paddocks, are paddocks safe: no nails, barb wire or is the electricity on. In stable I look stalls: do horses see each other or are they isolated by walls, enough light, amount of shavings and is it clean or dirty, is there anything dangerous obstacles in the stable or yard.;Enough hay to let horses perform their inner need for grazing behaviour and fulfill their nutritional requirements, as well. Hygienic quality of hay/haylage (no mold).;Shiny coat, proper body condition (defined by it's job and age, for example: trotters at the racing age/season or endurance horses at competition age/season are usually leaner than dressage or western horses will ever be). Bright eyes and clean nostrils. Are horses sound, do they follow what's happening around them or are they apathetic or looking sick. Hooves should look trimmed and hoof walls should look smooth. ;Horses are relaxed but still interested in their surroundings, they are eating hay or grazing, socializing together and allogrooming too.;Horses are restless or anxious, moving back and forth, performing aggressive behaviour to the other horses or even to themselves. If hay is present, horses that do not eat but walk/trot around instead. Sick or malnutritioned horses may look apathetic, too sleepy and they do not respond to the environmental signals. Also crib biting and weaving are abnormal behaviour, although the original reason for them can be already removed (so they may not be the best indicator of problems in present horse management).
Eng;Farmer;Canada;F;22-30;university degree ;Double major in French and English literature, honour's specialization in 18th century and restoration English literature;access to water and forage, clean environment, socialization with other horses, supportive and confidence building environment, shelter, well planned training program with realistic goals and one which includes time for the horse to understand and take in his/her training (not drilling them daily), adequate rest, turnout/handwalking, proper equipment, attention to dietary needs and changes, chances for them to engage in their natural curiosity, stimulation;some ignore the noise as though they haven't even heard it - ears turn to locate where noise is coming from - can suddenly bolt, jump, or just raise their head and look in direction of the noise;"run towards other horses; in some events, this particular horse will try to keep other horses away from where they think the noise may be coming from";may try to stay with these animals/people -may just flee the area regardless, but if they have utmost confidence in their handler, they will often look to the handler for support;some will have enough trust in people in general that they may look to the person for support, unfamiliar or not -others will be even more scared of the situation because they do not trust the other people/animals around them;curious -scared -indifferent;"abandoned -more at risk of harm -may feel a need to try to protect their ""herd"", which could stress them out if they are not able to get to their herd";"may feel comforted/safer than if alone -may still not have enough trust in those around him/her, whether it be animals or people, to not still feel the need to flee -some will feel as though they must protect their ""person""/other animals";some will feel even more worried in these situations as it is combining a noise that could be interpreted as dangerous, and then put in an environment where trust is lacking -see above question for rest of points;"cleanliness -size of area -lighting/windows (can horses see any other horses/animals) -amount of bedding; are the housing conditions inviting for the horse -footing (deep mud, slippery surfaces..) -shelter -bedding (is there enough that the horse feels comfortable to urinate) -smell (does it smell of amonia/feces)";adequate forage and water -quality of both -how is it fed (accessibility) -temperature of water (not frozen over) ;weight -look in eye -coat colour/shine -overall personality (angry, withdrawn, happy to see people, stressed, scared etc);"pleasant to people; some may be indifferent if they are eating or playing with another horse -relaxed look in the horse's eye, without being glazed over  -curious about new things -eating/playing/standing etc while observing their surroundings, but not stressed and concerned as they do so ";"lunging a people from their paddock/stall/shelter etc -eye glazed over; completely withdrawn from life in general, look as though he/she has given up -showing vices, ie cribbing, stall walking, weaving etc -no desire to eat or socialize with others "
Eng;Owner;United States;F;> 60;university degree ;biochemistry;feed, farriery, shelter (as needed)freedom to exercise at will (i.e. turnout) companionship;jump, halt, spin round, bolt,throw up head, no response;"CAN be unsettled; some are fine, especially older animals";is relaxed, inquisitive, sometimes affectionate;"CAN be apprehensive; inquisitive, no reaction";anxious, tense, no reaction;"anxious; no reaction";comfortable;"wary; ok; no reaction";"width of doorways; height of building; view; airiness; size; materials; access";lean but not gaunt preferable to even slightly fat;"bright eyes; alert; sound; good coat";"inquisitive; relaxed; ";"cribbing; box walking; weaving; nipping; pawing"
Eng;Farmer;Netherlands;F;> 60;university degree ;Bachelor's of Arts in English Language and Literature.;Good life circumstances: good pasture land for grazing, good stabling, good food, hay and straw, good human care, companionship of the herd or at least an equine friend.  It also needs discipline in it's daily care and plenty of appropriate exercise. ;pricks up its ears.;looks or waits for the other equines. It may even pace back and forth and show anxious behaviour.;does well.;might feel anxious.;might be alerted to danger;might pine away.;can thrive.;might feel threatened.;good, light stabling with plenty of straw and hay to munch on. Equine companions the horse can see and touch and smell.;At least twice a day, preferably three times. Good food and hay and of course some apples and carrots too. Weather permitting plenty of grazing opportunities.;Plenty of exercise outside. Long rides in nature but when being trained for a sport, lots of patience. Cleaning and currying, good hoof care. The care taker's knowledge of horses to assess its health correctly.;Curiosity and affection. It comes to you of its own accord. Playfulness. It likes to run with other equines. It eats and drinks well. ;Refusal to cooperate. Withdrawing into a corner of its stable. Hanging its head for long periods. Aggressive behaviour. Trying to flee from the care taker. 
Eng;Owner;United Kingdom;F;> 60;university degree ;BSc(Hons) in general science;Access to food, pasture, freedom from fear, safety, exercise.;will look in the direction of the noise, depending on personality will either run away or go towards the noise to see what it is.;may panic or may be happy alone - there is no one answer to this or the question above.;should be relaxed;may be wary or inquistive depending on personality;may be fearful or slightly apprehensive, some horses seem not to be bothered by noises, others are very reactive.;may feel worried and panic. others will be relaxed and not phased by separation;may feel content and relaxed;may feel a little wary and unsure;do they have adequate shelter, is it clean;do they have adequate water and access to hay or grass 24 hours a day;are they fat or thin, do they look sound;do they look happy in a herd;do they look stressed
Eng;Owner;United States;F;51-60;university degree ;Bs in Allied Health;Safe covered housing or, a safe pasture that is big enough for the horse for exercise. Companionship with other herd animals optimally with at least one other horse although a band size of 4-6 is premium. Mixed sex and mixed age within the band is very good. Adult and adolescent geldings mixed with adult and adolescent mares mixed with yearlings and foals is perfect. Horses need the opportunity to be and act like horses so the chance to be in open pasture with a mixed age/mixed sex band is very good for them. Standing in a stall or being in a small paddock by themselves all day will make them neurotic. They need daily exercise, the need to forage for their food so rather than giving all food in a manger it is best to scatter food around the pasture to mimic the natural foraging of wild horses. They need access to fresh clean water constantly. They need their hooves trimmed but don't always need shoes. They need activities that not only keep them physically fit and toned but provide mental stimulation as well. They need to never, ever be beat.;Throws their head up, turn toward the noise,flare their nostrils. If there is no threat the horse will slowly approach and investigate whatever is making the noise. If a threat is perceived the horse will wheel and run away. Horses are very curious and very brave so if they don't feel a true threat their curiosity will win out and they will investigate.;Will become depressed, will eat less and become very flat. A horse that is raised all of their life isolated from other horses will be neurotic and unstable. If a horse is isolated from other horses but can hear them he can become so desperate he can actually hurt himself attempting to rejoin other horses. I believe a horse can die from depression and isolation can be a huge cause of this.;Is welcoming. Will raise their heads expectantly looking for their friend, will perk their ears with the ears cocked toward the friend. Sometimes will nicker a greeting although not always. Will trot across the pasture to be by their friend. Will walk side by side with their friend. Will groom their friend, WIll lay their head on a horse friends back. Will softly nudge a friend. Will softly blow their breath in a friends face and breath their friends breath in response;It depends on the horse but generally they will raise their heads, turn toward the newcomer, flair their nostrils to get a scent of them. If they feel safe they will lower their head slightly and approach the newcomer carefully. When next to them they will extend their neck to get a good smell and decide if they want to get to know the newcomer further.; Startled, curious, stressful or frightened.;Feels depressed, stressful, sad, desperate, unsafe, unhappy, angry.;Feels calm, happy, free of stress, safe, inquisitive, fulfilled. ;Feels on edge, possibly curious, possibly unsafe, threatened, stimulated, inquisitive depending on the horse and the environment.;Covered shelter with at least three sides preferably four with large door that faces away from the prevailing wind. Fresh clean straw on the floor changes three times a week with manure scooped daily. Fresh, clean, unfrozen water available constantly. Fed outside if possible with hay scattered over a large area to mimic a horses natural grazing pattern. A raised area inside for additional grains and supplements. Strong, well nailed walls and roof with no gaps or looses areas. No place that a horse could get a foot caught while laying down and cut their selves, no loose banging roofs that would frighten them. No broken glass or exposed nails, no bailing twine laying around or loose pieces of sheet metal. Safety proofed like you would do for a human toddler. Good, secure locking gates that are as escape proof as possible.;Hay feed outdoors if possible scattered over a large area to mimic grazing. Fresh, clean unfrozen water available at all times. Pasture grazing year round supplemented with some type of hay once a day and twice a day in winter also grain in the winter or when the horse is working hard. Mineral slat block available all the time in whatever mix recommended by your local vet.;Feet trimmed every three months and inspected for good health every week. Feet picked and inspected after every ride. Worming every three months unless recommended more by vet. Teeth floated as recommended by vet. Eyes checked regularly for brightness and lack of discharge. Coat inspected for glossiness, lack of dryness or coat worms. If a gelding sheaths cleaned twice a year;"Curious, bright eyed, physically active with some running and heel kicking even in adults. Some jostling for position at feed stations. Heads up, ears forward when seeing an animal or human they know. Approaching people and animals they know for a greeting. Enjoying being with their herd and ""part of the group"". Eating and drinking regularly."; Head down with legs splayed, dull eye, no curiosity. Isolating themselves from the other horses. Not eating, taking treats or drinking. Laying down and not wanting to get up. In the presence of stress dropping down onto the ground instead of running away.
Eng;Owner;Finland;F;31-40;high school ;Basic high school;good food, clean surroundings, enough space to live inside the  farm, and outside in the paddock. Feeding hay many times a day or endless opportunity to eat ( slowfeeding) . I think that good company herding is good for horses. It is important to have fellow horses around.;might act scared if not used to the noise. ;might get agitated and nervous;will feel more safe and calm.;might get more nervous.;might be scared.;might feel nervous.;Usually feel clam and comfort.;might feel nervous.;light, space and air condition, good and fresh air.  Dry and clean housing.;good quality. enough , and good quality hay. and enough fresh water;horse seems bright, alert, alive and relax. no visible vounds or bruises, healthy skin and coat.;relax normal pacing and contact..;Isolated, scared or nervous horse... 
Eng;Owner;Australia;F;41-50;high school ;;Companionship of other horses. Space to escape dominant horses. Free movement 24/7. Access to grazing or hay 24/7. Shelter from elements. No mud. Frequent regular hoof trimming. Annual dental checks. Regular worming. Fly masks and biting insect repellents.;may move ears to direction of noise or may look in direction of noise. In fear it may raise head up suddenly and trn to face noise and stare, snort through nose, before running away to a safe distance and turning to reassess.;may demonstrate anxiety by looking in direction of other horses, or into the distance, neighing repeatedly, running around with head and tail up, pacing up and down fenciline.  Movement and noise increase as anxiety increases.;is calm and usually quiet. Able to relax and lower head and eat and drink and sleep.;may be aloof, uninterested, withdrawn, suspicious or anxious.;may feel anything from uninterested to alarmed.  It depends on the nature of the individual and the familiarity of the sound.;Is usually anxious.  Most commonly very anxious. Unless it is with a human it trusts.;feels safe and calm and comfortable.;may feel tense or untrusting or frightened.;clean, without manure or strong ammonia smell.  Dry, spacious and airy.  Horses able to see and touch each other. ;A lot of roughage.  Free assess to clean hay that is not dusty or mouldy.  Or access to grazing.;Not fat.  But no ribs showing.  Clear eyes, clean nose.  Well trimmed feet. Healthy skin.  Clean.;Normal behaviour shows as calm and quiet and relaxed with soft eyes, an interest in chewing something like hay or grass, unafraid to sleep standing or lying down.  Movements relaxed except at times of play.;Biting on doors, walls, posts. Kicking at walls. Constant or frequent vocalising.  Weaving, windsucking, pacing up and down, holding head high, eyes wide open, withdrawn, uninterested in surroundings, not interested in food, laying ears flat back when people approach, sudden or explosive movements.
Eng;Breaker;Australia;F;31-40;specialization course (master, PhD degree) ;Animal Science;Time at pasture in stable social groups, sufficient forage to maintain gastro-intestinal health.  Freedom from strong aversive pressures/equipment during training.  Freedom from fear during housing/training.  Freedom to express the range of species specific behaviours including allogrooming, locomotion, affiliative behaviours, rest.;Pricks its ears, orients towards the direction of the sound, raises head, flees, snorts, starles;Vocalises, performs barrier frustration and locomotory behaviours;Approaches, sniffs, follows, allogrooms, rubs against, remains next to.;Is vigilant, avoids, snorts.;Frightened, curious;Frightened, anxious;Calm relaxed;Anxious, curious;Shelter from sun/rain (ideally trees), fences, mud-lack of.;Pasture availability, condition score;Signs of disease/ untreated injury, condition score;Grazing, play, resting;Vocalisation, unexplained locomotory behaviour, isolated individuals
Eng;Technician;Denmark;F;22-30;university degree ;I have a BS.c in biology and is at the monment studing to become a veterinarine. tech/nures;Being outside with other horeses close to 12 houre/day. Food as grass and hay and other food that will keep it proforming at a higher level such as showjumping and dressar.;will try and locate the sound, maybe jump away form the sound;Will be not calm, mayby going back and forvard, trying to get to the other horese. I will be stressed;is calm;check it out befor going towards the unfamiliar objekt;feel alert;stressed and unsafe;safe;unsafe;Is it robust, is it big enough, that is the bedding like;Is it easy for the hore to reach the food, is it dry and fresh, is it enonugh;Is it to fat or to thin. is it stading op, is it eating,is it drinking, what does it droppings look like, is it sweating, it is breathing normaly;Eating, calm, drinking, looks op if a new noise is heard;trotting along the fence, not eating or drinking. Or it could just stand with it head down and not do anyting (not sleeping)
Eng;Breaker;Netherlands;F;51-60;specialization course (master, PhD degree) ;law;plenty outdoor freedom, preferably 24/7 with social interaction with other horses. Good food, i.e. mostly good quality forage. Training compatible with his health, condition and talents.;will lift his head, point his ears in the direction of the noise;will show body tension and often move around a lot and call out,  might not eat well, not lay down to sleep;will relax his body, soft eyes, floppy ears, hind leggs resting etc;body tensed, head high, ears pricked, depending on circumstances inquisitive, sniffing their smell, or fearfull, snorting and eyes showing white;will become more alert and possibly fearfull if it doesn´t know the noise or associates it with something negative;will feel stressed and fearfull, restless;will feel relaxed and happy;will be extra alert and, depending on circumstances, fearfull;amount of free space for horses to graze and move around in groups, shelter from wind and rain and sun,safe fences, boxes large enough and with contact with neighbours;allways acces to clean water and good quality forage ;proper body mass, feet and coat in good condition, good movement;relaxed body, head not held too high, tail relaxed, rolling and lying down occasionally;tensed body, head and tail held high, restless movements, crying out, snorting, pawing, boxwalking
Eng;Owner;Canada;F;31-40;specialization course (master, PhD degree) ;University of Bristol, PhD in Animal Science;Balanced nutrition Free access to good quality pasture Regular exercise if needed;Will orient its ears towards the source May snort, rise its head, move sideways in an attempt to locate the source if tied up May spook and  bolt in some situations If noise has been paired with something pleasant, horse may vocalize in anticipation (door to grain store, etc);May vocalize until re-united with group members May attempt to turn around and head back If isolation is long-term (horse kept in stall and never turned out with other horses) , horse may develop behavior issues or have trouble incorporating into a group at first.;Can vocalize when they first appear or when they leave.;May spook or avoid contact at first. Else could try to maintain distance from animals it doesn't know (species it has never encountered before);Could experience fear;Could experience anxiety;Could find experience rewarding but we cannot know;Could experience fear or anxiety;Safe building with wide exits, clean floors, wide stalls (min. 12 ft), clean and thick bedding substrate, light. Clean water and food manger.;Feeding areas are washed weekly and kept clean of bedding debris. May include concentrate feed if training conditions warrant it, have plenty of hay when horses are stalled.;Good body condition, neither overweight or skinny. Clean, shiny coat, good hoof condition. No signs of untreated injuries. No runny nose. ;No signs of sustained aggressivity within horse group. Horses are eating most of the day (grazing outside or hay inside). Mutual grooming between group members, normal movement;Cribbing, air-sucking, weaving, reptitive door / stall kicking, though these ebahviors could have emerged before horses were purchased by neighbor (that's why I'd check the current situation / management as well)
Eng;Owner;Portugal;F;41-50;university degree ;   Business management;Happy;Look in the direcion of the noise, to verify if it is danger.;may become nervous or impatient;is a curious and happy animal;will stay away or become uneasy;will be alert;may feel uneasy;will feel safe;may feel uneasy and stay away from the people or animal; Clean and aired out; time of each feed and clean feeding area;condition of the coat, spirit of the horse.;happy and calm;stressed, uneasy and nervous with anything and everything.
Eng;Owner;Great Britain;F;31-40;high school ;University of life and continued professional developement. I have formal education beyond high school age though so the question is a little incomplete.;Freedom to eat long fibre almost continually in the company of its own kind in a stable herd whilst moving over a range of surfaces that are not mud or soft, flat pasture turf and for many miles a day. Their domestic environment should be mandatorily optimised to provide this Thereafter appropriate and ethical interactions with human beings so that training is minimally coercive and restrictive and only ever with human beings who are in possession of up to date knowledge of ethology, management and learning theory for training.;may startle and engage its flight response so that it gains some distance from the noise then turn and look to see if it can identify the noise using visual and olfactory information in addition to hearing. If the sound is further away it may look and smell first then run or not accordingly. If the noise is familiar and warrants no action it will ignore it.;Will often show signs of distress unless it is so shut down that it no longer tries to save itself. A horse separated from the herd will try and find ways to remain in contact by calling, physically returning and focussing on hearing what they are doing.;Will show responses appropriate to each individual, familiar does not necessarily mean that they are trusted or tolerated - a dog for example may always be present but it may always be chased out of a horses personal space and paddock. A human that brings food may be called too, a human that is liked and trusted may be approached whereas another may be avoided. ;May run away if approached but will usually if given the chance have stayed at a safe distance to assess the new individual and decided if they are safe to approach or not. If a horse is prevented from doing this it may simply have accept the advances of the unknown individual and internalise stress responses or enter some degree of shut down or submission.;Might feel alarmed or if the noise is familiar may feel emotions associated with the source of the noise.;May feel stressed, anxious and threatened.;May feel appropriate, individual emotions associated with each individual.;May feel uncertain, threatened, alarmed or if given enough distance and time may feel safe enough to decide from observation what they feel about the new individuals.;Whether or not they are kept stabled for long periods of time or turned out and the quality of the environment they are turned out in and whether they have company and enough appropriate food.;Whether what they are fed is appropriate and in appropriate amounts and provided in a way that is safe to access for all members of a herd and not detrimental to their physical well being to access.;Whether or not they seem well, with good coats, hooves, correct weight and any evidence of lack of health such as coughing, snot, runny eyes, loose bowel movements etc.;They are able to move and interact with each other appropriately in a free environment.;I would consider that if they were kept in stressful way that any manifestations of stress would be quite normal however would be unhappy to see unsociable horses(with each other), stereotypies when stabled, handled, exercised or when turned out. They would be indicators of unhappy horses.
Eng;Owner;Norway;F;22-30;high school ;Currently studying for a bachelor degree at a university.;Big pastures with other horses for social interaction. No stalls at night, but the possibility should be there in case of sickness. Being outside gives the horse exercise and keeps it moving. A shelter, they dont need blankets. Available food several times a day.;Turns its ear to it. Raises its head and looks at where it came from to find out what it was. Or if it hasnt heard it before it can spook and run away, head high.;Gets stressed and frustrated and shows it by pawing or constantly keeping its head high to find its mates, calling for them. May develop stereotypies. Doesnt get to move as much as it would when outside and gets no social interaction.;May come to them in the pasture, or refuse to get haltered. Expect food, pain or pleasure. (people) With animals they may sniff them, scratch, play..  The familiarity would depend on what experience the horse had with the animal/human, positive or negative.;Gets uncertain, tests this new individual to see who is the higher horse(even if the other is not a horse). Bites, tries to move them. Doesnt obey when ridden.;Insecure, scared.. Or if it knows this sound it will relax.;Feels stressed and frustrated.;Feels secure if it knows them. Feels insecure if it is someone  they have had a negative experience with. Even though horses know each other, if they are put in the same pasture in the daytime but not at night, they will have to figure out the herd rank each day. ;Insecure, threatened.. ;Not big enough pastures. Horses with too much blankets, no other horses in their paddock.. ;Access for all horses, food several times a day;Horses standing together play and seem healthy and well fed;Play, positive interactions in the paddock;Aggressive behaviour when fed inside the stalls.
Eng;Owner;Australia;F;51-60;high school ;high school;Paddock space, good nutrition, and as for productive...the horses in my life don't need to be productive.;Will look in the direction of a noise, and may snort.;Will call out.;Will snicker and approach;will be alert, snort, and possibly either approach in curiousity, or move away/flee. ;will feel fear until it understands whether it is a threat or not.;will feel nervous.;May feel indifferent, or safe.;Feel nervous, until it understands that there is not danger.;Paddock conditions - pasture, cleanliness, safety.;condition of horses;Feet, coat, obvious lack of worming, other diseases like itch, lack of condition, bodyscore, hoof problems. ;Room to move.;Weaving, windsucking, bullying.
Eng;Owner;United Kingdom;F;51-60;high school ;;adequate clean water and food and shelter and companionship. 24/7. also  to be free from pain and distress.;lifts his head,stops chewing pricks ears maybe runs away.;panics.;should be responsive but relaxed and trusting;more alert and maybe a little agitated or afraid.;threatened or inquisative;terrified;comfortable;unsure;field boundries;how much grass and or hay there is in the paddock and the bodily condition of the horses;if the horses are behaving normally , not lame, look to be in good condition generally. are part of their herd.;grazing quietly, maybe runnig if youngstoick or just turned out.;standing away from the herd or looking depressed. Crib biting or weaving at the fence or gateway.
Eng;Veterinarian;Denmark;F;22-30;university degree ;I have a DVM degree and am currently writing up my PhD-dissertation;Free access to fresh water, good quality hay/grass products, shelter in bad weather with enough room for all horses to stand/lie down comfortably, dry bedding material and pasture access with other horses for a minimum of 8 hours a day;is curious - ears pecked towards the sound, evaluating if the sound = danger, or can be 'ignored';Is more attentive to its surroundings. Is more prone to act on the flight instinct than when in a group of horse;Can relax - lie down to sleep/rest offers social behaviour - grooming, playing etc.;is cautious - evaluates how the newly arrived behaves, works out where in the social hierarchy the newly arrived belongs ;alerted, frightened, happy;vulnerable;safe, happy;unsure, weary ;If housed outside: are all horses capable of being sheltered at one time? Inside: The size of the individual stalls - can the horse lie down and get up comfortably? Is there adequate lighting and ventilation. Are the horses resting comfortably or are there signs of stereotypical behaviour?;The condition of the coat, the hoofs and the body conditioning score;Bright, alert and responsive. ;Grazing, playing, grooming, resting;Fighting, stall-wandering, cribbing, eating wood rolling on the ground, looking towards the abdomen, scraping, depressed Unequal weight distribution on legs, no play behaviour
Eng;Breaker;Denmark;F;31-40;high school ;;Clean air, clean water, 1.5-2% of body weight in quality forage (dry matter), adequate vitamins and minerals, access to free exercise and a stable social group of conspecifics. Shelter from rain and wind if cold, somewhere dry and soft to sleep, sensible physical and mental conditioning to cope with job if ridden/driven;Stands alert, spooks or ignores depending on character of noise and prior conditioning;Tries to re-join group unless habituated to isolation. If it can't re-join, it will pace, vocalize and possibly run, rear or buck depending on space allowed.;"Sticks his head over the fence or door, pokes nose out to sniff for airborne evidence of treats. Walks calmly, behaves as commonly accepted as ""polite"" in general depending on prior conditioning.";May be guarded or inquisitive depending on the horse.;May feel suspicious or frightened if the noise is unfamiliar;Will feel frightened and exposed if not habituated to the isolation;Will feel safe and probably also a little bit peckish or playful;Will feel suspicious or completely safe and curious depending on prior history;Social group available, feed available, water available. If extreme weather, shelter available.;I notice if horses are very, very thin (ribs clearly showing, spine standing out) or extremely obese.;Long toes, any open or infected sores, gait/lameness, stance (laminitis);"Horses standing in a field side by side eating grass or hay is normal.  In work, ""normal"" means the horse's work face looks like pasture face, the body is relaxed and responsive.";Cribbing, weaving, manic pawing, stall kicking, pacing, excessive aggression or fear.
Eng;Technician;Denmark;F;<21;high school ;;Good food, people who care about them and exercise almost everyday.;Will look, turn ear towards the sound or may become scared and jump;Can get scared, be more vonurable or lonely. I may freak out if it is scared r try to communicate with some of the group.;Will feel safe and go to them;Be curious and wanna say hello, be scared or be alert;Will look, turn ear towards the sound or may become scared and jump;Can get scared, be more vonurable or lonely;Will feel safe and go to them;Be curious and wanna say hello, be scared or be alert;I do not live beside anybody with a horse or other animals, I live in the city. ;I do not live beside anybody with a horse or other animals, I live in the city. ;I do not live beside anybody with a horse or other animals, I live in the city. ;I do not live beside anybody with a horse or other animals, I live in the city. ;I do not live beside anybody with a horse or other animals, I live in the city. 
Eng;Farmer;Denmark;F;51-60;university degree ;BA languages;Plenty of space, suitable feed (roughage), water, other horses to socialize with;is startled, trying to find out if there is a danger involved;increasingly nervous as the group is a protection against predators;is attentive, seeks contact (feed..), trusts that the things you ask of it are possible;nervous, ready for flight;feels nervous - is ready for flight;feels nervous - must fly or fight by itself;safe;nervous;Loose boxes - horses decide themselves whether to be inside or outside, group of 10-14 horses;Unlimited roughage (hay) + supplements according to each horse's requirements;Shiny coats, healthy hoofs, no coughs, feber or other signs of illness;Horses groom each other, sleep lying down 3-4 horses at a time with 1-2 mares keeping watch, established pecking order ;None
Eng;Breaker;Great Britain;F;51-60;university degree ;French. ;Read the 5 freedoms. At http://www.fawc.org.uk/freedoms.htm it is a very  good model. Horses need a controlled supply of forage, not too much grass. They need to be free from parasites and diseases and have their conditioned checked daily. They need access to shelter from wind and rain. They need to be kept with other horses preferably in a herd with other horses and allowed to run and play and groom each other. They need to be trained to overcome fears and concerns about humans and about their environment so that they can be confident to be handled, have medical treatment and to do whatever job they are asked to do. They need space to roam and forage. They should not be kept in stables for periods longer than 12 hours in every 24 ideally.;Might raise his head and look in the direction of the noise.. He may startle and run about in fear. If the noise is familiar he may do nothing at all. If the noise is associated with something he likes such as his owner arriving in their car or the footsteps of a friend they may nicker or neigh.;A horse that has ben trained to overcome separation anxiety correctly may have no concern especially if he is with a trusted and liked human or if he has food to occupy him. A horse that is not self confident away from the herd may neigh, run about along the fence line seeking to escape and follow the herd. A stabled horse may walk about the stable and neigh to attract the attention of his herd to where he is.;Who likes and feels safe with those animals and people should be confident and relaxed, able to stand still, sleep and eat. Familiar does not mean liked. If a horse is with humans who are familiar to him but have mistreated him he may be wary, keep his distance or even try to run away.;A horse that is generally confident around people and other animals and who has had good experiences with humans would be confident and relaxed and possibly curious. He might try to assert his position in the new herd by greeting each animal to establish his position. With unfamiliar (novel species he has not met before) a horse might be afraid, retreat away or he might be aggressive and try to drive the animals or humans away. It largely depends on the life experiences of the horse to date and the extent to which he has good or bad experiences of humans and other animals. He could show the whole range of behaviours from nothing at all (ignoring them) or fear or aggression or curiosity. ;Might feel nothing, he might feel concerned, curious, afraid, excited and he might feel happy. It depends on whether the noise is or is not familiar nd what he associates that noise with.;Might feel nothing, he might feel afraid, anxious or he might feel safer ! It depends on the group. He might feel fear of loss of breeding rights or of his position in the herd or he might feel fear of predators due to his isolation (safety is in numbers with herd animals));Might feel nothing, relaxed, confident or he might feel afraid if they have mistreated him.;Might feel nothing, confident, relaxed, curious, afraid, aggressive. The whole range.;Size, cleanliness, access to forage, water supply, safety of fencing, nothing the horses could injure themselves on. Access to other horses. Ability of the horse to get away from other horses if they chase him. Access to shelter, space to run and play and self exercise. ;Adequate but not excessive forage, water. Clean pasture free of toxic plants and manure. Clean bedding and hay if stabled. Has access to feed ad lib. ;Horses not lame or over or underweight, no visible injuries. Feet trimmed or well shod. No obvious skin diseases. Bright eyes, horse moves around freely. No signs of pain or depression (head low, not reacting, not moving). Horse not pacing fence line. No obvious stereotypies or signs of discomfort  (cribbing, wind sucking,head shaking). Horse able to get down and roll and get up easily.;Walking, running, bucking, eating, drinking, rolling, mutual grooming, playing with other horses, curious about new things in environment. Foraging. ;Not moving, head low not eating, does not respond to novel things in environment, not drinking, holding up a limb or constantly resting one limb, sleeping for extended periods, seeking to be away from the herd (unless foaling) head shaking, cribbing, wind sucking, pacing or walking in circles. Rearing or bucking out of character when ridden. Reluctance to go forward when ridden of a horse that is usually willing to go forward. 
Eng;Owner;Netherlands;F;41-50;high school ;;food, water, space, fresh air, friends and a healthy body and mind;head higher, nose open, eyes open, ears in the direction of the noise;looking for a way to join the group again;quit;is alert; a bit nervous;is stressed;is at ease;a bit nervous;space, clean, safety, friends, light, food (where and how much) time the horse has to stay inside;quality and amount of the hay, the water and other food  ;way of moving, aeting, is it fit, are the feet ok;wants to eat, wants to move, alert ears and eyes;not moving, not eating, head down
